fh02005.txt	0.4804575
fh02006.txt	0.5087734
fh02007.txt	0.5371324
fh02008.txt	0.5654913
fh02009.txt	0.5938073
fh02010.txt	0.6221662
fh02011.txt	0.6505252
fh02012.txt	0.6788842
fh02013.txt	0.7072001
fh02014.txt	0.7355591
fh02015.txt	0.763918
fh02016.txt	0.792277
fh02019.txt	0.8490385
fh02020.txt	0.8773975
fh02021.txt	0.9057134
fh02022.txt	0.9340724
fh02023.txt	0.9624314
fh02024.txt	0.9907473
fh02025.txt	0.0191062
fh02026.txt	0.0474652
fh02027.txt	0.0758242
fh02028.txt	0.1041831
fh02029.txt	0.132499
fh02030.txt	0.160858
fh02032.txt	0.1975526
fh02033.txt	0.2259116
fh02034.txt	0.2542276
fh02035.txt	0.2825866
fh02036.txt	0.3109456
fh02037.txt	0.3392615
fh02038.txt	0.3676204
fh02039.txt	0.3959791
fh02040.txt	0.424338
fh02041.txt	0.452654
fh02042.txt	0.4810128
fh02043.txt	0.5093718
fh02045.txt	0.5689683
fh02046.txt	0.5973273
fh03009.txt	0.1858937
fh03010.txt	0.2142098
fh03011.txt	0.2425687
fh03012.txt	0.2709277
fh03013.txt	0.2992436
fh03014.txt	0.3276027
fh03015.txt	0.3559186
fh03016.txt	0.3842776
fh03017.txt	0.4126366
fh03018.txt	0.4409525
fh03019.txt	0.4693115
fh03020.txt	0.4976704
fh03023.txt	0.6144147
fh03024.txt	0.6427306
fh03025.txt	0.6710895
fh03026.txt	0.6994384
fh03027.txt	0.7277542
fh03028.txt	0.7561131
fh03029.txt	0.7844721
fh03030.txt	0.8128309
fh03031.txt	0.8411468
fh03032.txt	0.8695057
fh03033.txt	0.8978646
fh03034.txt	0.9261805
fh03036.txt	0.9632619
fh03037.txt	0.9916208
fh03038.txt	0.0199366
fh03039.txt	0.0482954
fh03040.txt	0.0766543
fh03041.txt	0.105013
fh03042.txt	0.133329
fh03043.txt	0.1616879
fh03044.txt	0.1900467
fh03045.txt	0.2184056
fh03046.txt	0.2467212
fh03047.txt	0.2750801
fh04004.txt	0.6989154
fh04005.txt	0.7488852
fh04006.txt	0.7772013
fh04007.txt	0.8055603
fh04008.txt	0.8339191
fh04009.txt	0.8622352
fh04010.txt	0.8905941
fh04011.txt	0.918953
fh04012.txt	0.947269
fh04013.txt	0.975628
fh04014.txt	0.0039869
fh04015.txt	0.0323028
fh04017.txt	0.0741967
fh04018.txt	0.1025557
fh04019.txt	0.1309146
fh04020.txt	0.1592305
fh04021.txt	0.1875894
fh04022.txt	0.2159483
fh04032.txt	0.6946568
fh04033.txt	0.7229727
fh04034.txt	0.7513315
fh04035.txt	0.7796904
fh04036.txt	0.8080061
fh04037.txt	0.836365
fh04038.txt	0.864681
fh04039.txt	0.8930393
fh04041.txt	0.931066
fh04042.txt	0.9593819
fh04043.txt	0.9877404
fh04044.txt	0.0160993
fh04045.txt	0.0444152
fh04046.txt	0.072774
fh04047.txt	0.1011329
fh04048.txt	0.1294918
fh04049.txt	0.1578076
fh04050.txt	0.1861664
fh05008.txt	0.6025074
fh05009.txt	0.6308233
fh05010.txt	0.6591822
fh05011.txt	0.6875411
fh05012.txt	0.715857
fh05013.txt	0.7754106
fh05014.txt	0.8243941
fh05015.txt	0.852753
fh05016.txt	0.881069
fh05017.txt	0.9094707
fh05018.txt	0.9377865
fh05020.txt	0.997469
fh05021.txt	0.0258279
fh05022.txt	0.0541438
fh05023.txt	0.0825026
fh05024.txt	0.1108184
fh05025.txt	0.1391772
fh05026.txt	0.167536
fh05027.txt	0.1958947
fh05028.txt	0.2242106
fh05029.txt	0.2525695
fh05030.txt	0.2808853
fh05031.txt	0.3092439
fh06017.txt	0.2200558
fh06018.txt	0.2483717
fh06019.txt	0.2767305
fh06020.txt	0.3050463
fh06021.txt	0.3334051
fh06022.txt	0.3617638
fh06023.txt	0.3901225
fh06024.txt	0.4184813
fh06025.txt	0.4468401
fh06026.txt	0.4751559
fh06027.txt	0.5035153
fh06028.txt	0.5318742
fh06035.txt	0.6454812
fh06036.txt	0.6737971
fh06037.txt	0.7021559
fh06038.txt	0.7305146
fh06039.txt	0.7588734
fh06040.txt	0.7872321
fh06041.txt	0.8155908
fh06042.txt	0.8439067
fh06043.txt	0.8722654
fh06044.txt	0.9006243
fh06045.txt	0.9289401
fh06046.txt	0.9572987
fh06048.txt	0.011653
fh06049.txt	0.0400117
fh06050.txt	0.0683705
fh06051.txt	0.0966861
fh06052.txt	0.1250449
fh06053.txt	0.1533606
fh06054.txt	0.1817194
fh06055.txt	0.210078
fh06056.txt	0.2383936
fh06057.txt	0.2667523
fh07009.txt	0.9500455
fh07010.txt	0.9784043
fh07011.txt	0.0067631
fh07012.txt	0.035122
fh07013.txt	0.0634378
fh07014.txt	0.0917965
fh07015.txt	0.1201554
fh07016.txt	0.1484711
fh07017.txt	0.1768299
fh07018.txt	0.2051886
fh07019.txt	0.2335043
fh07020.txt	0.2618635
fh08007.txt	0.5741485
fh08012.txt	0.8665951
fh08013.txt	0.8949539
fh08014.txt	0.9232697
fh08015.txt	0.9516284
fh08016.txt	0.9799871
fh08017.txt	0.008346
fh08018.txt	0.0367046
fh08019.txt	0.0650203
fh08020.txt	0.093379
fh08021.txt	0.1217378
fh08022.txt	0.1500534
fh08023.txt	0.1784122
