bj10001.txt       0.41836475       87.395413
bj10002.txt       0.43125452       73.489987
bj10003.txt       0.44410115       59.105324
bj10004.txt       0.45699087       44.239223
bj10005.txt       0.46988053       29.036651
bj10006.txt       0.48272723       13.648915
bj10007.txt       0.49561688      -1.9259474
bj10008.txt       0.50850654      -17.534728
bj10009.txt       0.52135335      -33.023680
bj10010.txt       0.53424304      -48.394554
bj10011.txt       0.54708963      -63.444790
bj10012.txt       0.55997936      -78.176701
bj10013.txt       0.57286897      -92.442542
bj10014.txt       0.58571560      -106.10424
bj10015.txt       0.59860526      -119.16366
bj10016.txt       0.61145192      -131.44866
bj10017.txt       0.62434161      -142.96090
bj10018.txt       0.63723130      -153.58250
bj10019.txt       0.65007797      -163.21325
bj10020.txt       0.66296762      -171.85447
bj10021.txt       0.67585735      -179.41569
bj10022.txt       0.68870398      -185.82770

