hej04004.txt       0.20230882       177.14826
hej04005.txt       0.25227608       185.67832
hej04006.txt       0.28059064       182.12391
hej04007.txt       0.30894818       172.57740
hej04008.txt       0.33730561       157.34188
hej04009.txt       0.36562020       136.93424
hej04010.txt       0.39397763       111.93904
hej04011.txt       0.42233514       83.174693
hej04012.txt       0.45064965       51.601621
hej04013.txt       0.47900719       18.123845
hej04014.txt       0.50736466      -16.152493
hej04015.txt       0.53567911      -50.091402
hej04017.txt       0.57757079      -97.511281
hej04018.txt       0.60592834      -126.26066
hej04019.txt       0.63428577      -151.23701
hej04020.txt       0.66260021      -171.62248
hej04021.txt       0.69095764      -186.83336
hej04022.txt       0.71931514      -196.35346
