      hj02005.txt   0.4796914008    -32.3731972  2454474.6525363200
      hj02006.txt   0.5080058681      2.8858177  2454474.6601635101
      hj02007.txt   0.5363633604     37.8819070  2454474.6678022901
      hj02008.txt   0.5647208528     71.4537534  2454474.6754410700
      hj02009.txt   0.5930353564    102.4936542  2454474.6830682699
      hj02010.txt   0.6213928124    130.1127769  2454474.6907070400
      hj02011.txt   0.6497502685    153.3874015  2454474.6983458102
      hj02012.txt   0.6781077971    171.5806351  2454474.7059845999
      hj02013.txt   0.7064222644    184.1018437  2454474.7136117900
      hj02014.txt   0.7347797568    190.5925523  2454474.7212505699
      hj02015.txt   0.7631372128    190.8238105  2454474.7288893401
      hj02016.txt   0.7914947052    184.7882965  2454474.7365281200
      hj02019.txt   0.8482533096    154.8422080  2454474.7518174299
      hj02020.txt   0.8766108019    131.9029400  2454474.7594562098
      hj02021.txt   0.9049252329    104.6069137  2454474.7670833902
      hj02022.txt   0.9332827616     73.7355451  2454474.7747221799
      hj02023.txt   0.9616402919     40.3047068  2454474.7823609700
      hj02024.txt   0.9899547592      5.4265389  2454474.7899881601
      hj02025.txt   0.0183121772    -29.9002940  2454474.7976269200
      hj02026.txt   0.0466696696    -64.5053037  2454474.8052657000
      hj02027.txt   0.0750272000    -97.2927561  2454474.8129044902
      hj02028.txt   0.1033846180   -127.2243548  2454474.8205432501
      hj02029.txt   0.1316990853   -153.3162634  2454474.8281704402
      hj02030.txt   0.1600565776   -174.8213477  2454474.8358092201
      hj02032.txt   0.1967493480   -194.6870543  2454474.8456933098
      hj02033.txt   0.2251068784   -203.2757247  2454474.8533321000
      hj02034.txt   0.2534213820   -205.6541122  2454474.8609592998
      hj02035.txt   0.2817789123   -201.7541201  2454474.8685980900
      hj02036.txt   0.3101364047   -191.6908794  2454474.8762368700
      hj02037.txt   0.3384508340   -175.8113733  2454474.8838640498
      hj02038.txt   0.3668082537   -154.5702747  2454474.8915028102
      hj02039.txt   0.3951654850   -128.6600981  2454474.8991415198
      hj02040.txt   0.4235229411    -98.9008383  2454474.9067802900
      hj02041.txt   0.4518374447    -66.2861001  2454474.9144074898
      hj02042.txt   0.4801948264    -31.7499498  2454474.9220462400
      hj02043.txt   0.5085523567      3.5668604  2454474.9296850301
      hj02045.txt   0.5681457155     75.3604582  2454474.9457379500
      hj02046.txt   0.5965032822    106.0762578  2454474.9533767500
      hj03009.txt   0.1849353785   -189.3340727  2454475.6506338599
      hj03010.txt   0.2132499564   -200.4290112  2454475.6582610798
      hj03011.txt   0.2416074125   -205.4239481  2454475.6658998500
      hj03012.txt   0.2699649792   -204.1394378  2454475.6735386499
      hj03013.txt   0.2982794102   -196.6322059  2454475.6811658302
      hj03014.txt   0.3266369768   -183.1171385  2454475.6888046302
      hj03015.txt   0.3549514424   -164.0618441  2454475.6964318198
      hj03016.txt   0.3833090091   -140.0118061  2454475.7040706198
      hj03017.txt   0.4116664651   -111.7535340  2454475.7117093899
      hj03018.txt   0.4399808944    -80.2315911  2454475.7193365698
      hj03019.txt   0.4683384628    -46.3483552  2454475.7269753702
      hj03020.txt   0.4966959171    -11.2225512  2454475.7346141399
      hj03023.txt   0.6134341101    122.7645955  2454475.7660604101
      hj03024.txt   0.6417485774    147.3055708  2454475.7736876002
      hj03025.txt   0.6701060317    166.9982705  2454475.7813263698
      hj03026.txt   0.6984533905    181.1745776  2454475.7889624201
      hj03027.txt   0.7267677455    189.3878900  2454475.7965895799
      hj03028.txt   0.7551252378    191.3970285  2454475.8042283598
      hj03029.txt   0.7834827302    187.1212409  2454475.8118671398
      hj03030.txt   0.8118400375    176.6959971  2454475.8195058699
      hj03031.txt   0.8401544685    160.4800937  2454475.8271330502
      hj03032.txt   0.8685119228    138.9378558  2454475.8347718199
      hj03033.txt   0.8968693789    112.7716947  2454475.8424105900
      hj03034.txt   0.9251838082     82.8579675  2454475.8500377699
      hj03036.txt   0.9622632162     39.5493687  2454475.8600260098
      hj03037.txt   0.9906206360      4.5970394  2454475.8676647702
      hj03038.txt   0.0189349529    -30.6722419  2454475.8752919198
      hj03039.txt   0.0472923726    -65.2488609  2454475.8829306802
      hj03040.txt   0.0756497163    -97.9842626  2454475.8905694201
      hj03041.txt   0.1040070237   -127.8420290  2454475.8982081502
      hj03042.txt   0.1323214893   -153.8408243  2454475.9058353398
      hj03043.txt   0.1606789453   -175.2360365  2454475.9134741100
      hj03044.txt   0.1890362890   -191.3075910  2454475.9211128498
      hj03045.txt   0.2173937450   -201.5467492  2454475.9287516200
      hj03046.txt   0.2457078787   -205.6277891  2454475.9363787202
      hj03047.txt   0.2740652587   -203.4339644  2454475.9440174699
      hj04004.txt   0.6977748177    180.9034276  2454476.5969025600
      hj04005.txt   0.7477420553    191.4800172  2454476.6103624501
      hj04006.txt   0.7760565952    188.8442921  2454476.6179896598
      hj04007.txt   0.8044141255    180.0052187  2454476.6256284500
      hj04008.txt   0.8327715435    165.2419671  2454476.6332672099
      hj04009.txt   0.8610861232    145.0563141  2454476.6408944302
      hj04010.txt   0.8894435412    120.0264684  2454476.6485331901
      hj04011.txt   0.9178010336     90.9714124  2454476.6561719701
      hj04012.txt   0.9461155372     58.8617638  2454476.6637991699
      hj04013.txt   0.9744730675     24.6169067  2454476.6714379601
      hj04014.txt   0.0028305219    -10.6320970  2454476.6790767298
      hj04015.txt   0.0311449529    -45.7166056  2454476.6867039101
      hj04017.txt   0.0730366237    -95.0729796  2454476.6979884501
      hj04018.txt   0.1013941524   -125.2372834  2454476.7056272398
      hj04019.txt   0.1297515721   -151.6609544  2454476.7132660002
      hj04020.txt   0.1580660014   -173.4781908  2454476.7208931800
      hj04021.txt   0.1864234194   -190.0642811  2454476.7285319399
      hj04022.txt   0.2147809118   -200.8573027  2454476.7361707198
      hj04032.txt   0.6934644955    179.1012834  2454476.8651157799
