hj02005.txt 0.47966975
hj02006.txt 0.50798420
hj02007.txt 0.53634168
hj02008.txt 0.56469915
hj02009.txt 0.59301364
hj02010.txt 0.62137108
hj02011.txt 0.64972852
hj02012.txt 0.67808604
hj02013.txt 0.70640049
hj02014.txt 0.73475796
hj02015.txt 0.76311540
hj02016.txt 0.79147288
hj02019.txt 0.84823145
hj02020.txt 0.87658893
hj02021.txt 0.90490335
hj02022.txt 0.93326086
hj02023.txt 0.96161837
hj02024.txt 0.98993282
hj02025.txt 0.018290227
hj02026.txt 0.046647703
hj02027.txt 0.075005218
hj02028.txt 0.10336262
hj02029.txt 0.13167707
hj02030.txt 0.16003455
hj02032.txt 0.19672730
hj02033.txt 0.22508481
hj02034.txt 0.25339930
hj02035.txt 0.28175682
hj02036.txt 0.31011429
hj02037.txt 0.33842871
hj02038.txt 0.36678611
hj02039.txt 0.39514332
hj02040.txt 0.42350076
hj02041.txt 0.45181525
hj02042.txt 0.48017262
hj02043.txt 0.50853013
hj02045.txt 0.56812346
hj02046.txt 0.59648101
hj03009.txt 0.18491166
hj03010.txt 0.21322623
hj03011.txt 0.24158367
hj03012.txt 0.26994122
hj03013.txt 0.29825563
hj03014.txt 0.32661318
hj03015.txt 0.35492763
hj03016.txt 0.38328518
hj03017.txt 0.41164262
hj03018.txt 0.43995704
hj03019.txt 0.46831459
hj03020.txt 0.49667203
hj03023.txt 0.61341016
hj03024.txt 0.64172461
hj03025.txt 0.67008205
hj03026.txt 0.69842939
hj03028.txt 0.75510121
hj03029.txt 0.78345868
hj03030.txt 0.81181597
hj03031.txt 0.84013039
hj03032.txt 0.86848783
hj03033.txt 0.89684527
hj03034.txt 0.92515968
hj03036.txt 0.96223907
hj03037.txt 0.99059647
hj03038.txt 0.018910775
hj03039.txt 0.047268179
hj04004.txt 0.69774915
hj04005.txt 0.74771636
hj04006.txt 0.77603088
hj04007.txt 0.80438840
hj04008.txt 0.83274580
hj04009.txt 0.86106036
hj04010.txt 0.88941776
hj04011.txt 0.91777524
hj04012.txt 0.94608973
hj04013.txt 0.97444724
hj04014.txt 0.0028046820
hj04015.txt 0.031119097
hj04017.txt 0.073010745
hj04018.txt 0.10136826
hj04019.txt 0.12972566
hj04020.txt 0.15804008
hj04021.txt 0.18639748
hj04022.txt 0.21475495
hj04032.txt 0.69343827
hj04033.txt 0.72175276
hj04034.txt 0.75011005
hj04035.txt 0.77846745
hj04036.txt 0.80678168
hj04037.txt 0.83513909
hj04038.txt 0.86345357
hj04039.txt 0.89181045
hj04041.txt 0.92983511
hj04042.txt 0.95814948
hj04043.txt 0.98650655
hj04044.txt 0.014863955
hj04045.txt 0.043178406
hj04046.txt 0.071535660
hj04047.txt 0.099893136
hj04048.txt 0.12825050
hj04049.txt 0.15656484
hj05008.txt 0.60113639
hj05009.txt 0.62945084
hj05010.txt 0.65780824
hj05011.txt 0.68616564
hj05012.txt 0.71448010
hj05013.txt 0.77403058
hj05014.txt 0.82301147
hj05015.txt 0.85136887
hj05016.txt 0.87968340
hj05017.txt 0.90808360
hj05018.txt 0.93639798
hj05020.txt 0.99607732
hj05021.txt 0.024434722
hj05022.txt 0.052749099
hj05023.txt 0.081106501
hj05024.txt 0.10942077
hj05025.txt 0.13777810
hj05026.txt 0.16613535
hj05027.txt 0.19449264
hj05028.txt 0.22280705
hj05029.txt 0.25116446
hj05030.txt 0.27947872
hj05031.txt 0.30783590
hj06017.txt 0.21849510
hj06018.txt 0.24680955
hj06019.txt 0.27516688
hj06020.txt 0.30348118
hj06021.txt 0.33183844
hj06022.txt 0.36019569
hj06023.txt 0.38855295
hj06024.txt 0.41691020
hj06025.txt 0.44526753
hj06026.txt 0.47358179
hj06027.txt 0.50193979
hj06028.txt 0.53029712
hj06035.txt 0.64389824
hj06036.txt 0.67221258
hj06037.txt 0.70056990
hj06038.txt 0.72892716
hj06039.txt 0.75728449
hj06040.txt 0.78564167
hj06041.txt 0.81399888
hj06042.txt 0.84231326
hj06043.txt 0.87067055
hj06044.txt 0.89902792
hj06045.txt 0.92734226
hj06046.txt 0.95569940
hj06048.txt 0.010050768
hj06049.txt 0.038407983
hj06050.txt 0.066765313
hj06051.txt 0.095079467
hj06052.txt 0.12343676
hj06053.txt 0.15175099
hj06054.txt 0.18010828
hj06055.txt 0.20846542
hj06056.txt 0.23677950
hj06057.txt 0.26513675
hj07009.txt 0.94828923
hj07010.txt 0.97664652
hj07011.txt 0.0050038516
hj07012.txt 0.033361218
hj07013.txt 0.061675595
hj07014.txt 0.090032812
hj07015.txt 0.11839021
hj07016.txt 0.14670444
hj07017.txt 0.17506170
hj07018.txt 0.20341891
hj07019.txt 0.23173314
hj07020.txt 0.26009084
hj08007.txt 0.57277899
hj08012.txt 0.86463342
hj08013.txt 0.89299078
hj08014.txt 0.92130509
hj08015.txt 0.94966230
hj08016.txt 0.97801952
hj08017.txt 0.0063768474
hj08018.txt 0.034733954
hj08019.txt 0.063048255
hj08020.txt 0.091405398
hj08021.txt 0.11976276
hj08022.txt 0.14807688
hj08023.txt 0.17643414
