hj02005.txt       0.47966975       17.461122
hj02006.txt       0.50798420      -16.767974
hj02007.txt       0.53634168      -50.742653
hj02008.txt       0.56469915      -83.335495
hj02009.txt       0.59301364      -113.47110
hj02010.txt       0.62137108      -140.28653
hj02011.txt       0.64972852      -162.88494
hj02012.txt       0.67808604      -180.55086
hj02013.txt       0.70640049      -192.71077
hj02014.txt       0.73475796      -199.01653
hj02015.txt       0.76311540      -199.24574
hj02016.txt       0.79147288      -193.39112
hj02019.txt       0.84823145      -164.32811
hj02020.txt       0.87658893      -142.06236
hj02021.txt       0.90490335      -115.56650
hj02022.txt       0.93326086      -85.599026
hj02027.txt      0.075005218       80.435004
hj02028.txt       0.10336262       109.49497
hj02029.txt       0.13167707       134.82806
hj02030.txt       0.16003455       155.70885
hj02032.txt       0.19672730       174.99991
hj02033.txt       0.22508481       183.34236
hj02034.txt       0.25339930       185.65603
hj02035.txt       0.28175682       181.87467
hj02036.txt       0.31011429       172.10989
hj02037.txt       0.33842871       156.69840
hj02038.txt       0.36678611       136.08146
hj02039.txt       0.39514332       110.93123
hj02040.txt       0.42350076       82.043670
hj02041.txt       0.45181525       50.383266
hj02042.txt       0.48017262       16.856757
hj02043.txt       0.50853013      -17.428458
hj02045.txt       0.56812346      -87.127720
hj02046.txt       0.59648101      -116.94884
